feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40
-0.16299,0.1423,0.42125,0.42409,0.96525,0.30625,0.78901,1.1447,1.17178,0.85569,-0.04004,0.12559,0.33655,0.20862,0.10579,-0.15761,-0.18059,0.04733,0.37875,0.19199,-0.30252,-0.1897,-0.13613,-0.20598,0.00939,0.04967,-0.17668,-0.00149,0.07509,0.18725,0.40327,0.56901,-0.41512,-0.02536,0.19894,-0.15965,0.39922,-0.0665,0.21278,0.2209
-0.23498,0.13925,0.05638,0.00213,0.21851,0.00992,0.06467,-0.06818,0.10195,-0.0528,0.12684,0.1278,0.51156,0.33998,0.2706,-0.33008,0.27558,0.09836,0.36409,0.51652,0.48657,0.66615,0.5918,0.97418,0.98429,1.00295,1.00147,1.0552,1.13814,1.50621,0.25657,0.37481,0.32669,0.92679,0.68859,0.86183,1.15426,1.17053,1.54015,1.09887
0.01154,0.07948,0.88182,0.56752,0.28663,0.80476,0.97666,1.44204,1.6317,1.32207,0.418,0.40877,0.24233,0.6824,0.51497,0.82009,0.46967,0.39281,1.00506,0.80481,-0.31517,0.15229,-0.34387,-0.26991,-0.26474,-0.13364,0.29429,-0.0291,-0.02764,-0.15074,0.24018,-0.08842,0.04994,0.05407,-0.01606,0.00712,-0.06988,-0.03854,0.07924,0.37698
-0.19517,-0.02762,0.36435,-0.13198,-0.03375,0.20125,0.31377,-0.03502,-0.16379,-0.21908,0.23011,0.30473,0.2179,0.16978,0.05886,-0.00617,0.26229,0.09716,0.17576,0.85519,0.05611,0.70724,0.67595,0.64354,0.70206,1.14636,1.20851,1.22303,1.22935,1.63382,0.21557,0.25913,0.68389,0.86288,0.26652,0.59603,0.6868,0.74191,1.08068,0.95944
0.5435,0.24142,0.44763,0.9648,1.09962,0.97147,1.29564,1.36271,1.32938,1.4731,0.16973,0.27127,0.26079,0.19544,0.19934,0.4268,0.17344,0.17844,0.73084,0.62101,-0.1395,0.13397,-0.03132,-0.28877,2e-5,-0.17875,0.11381,-0.05495,-0.27292,0.56766,-0.04723,0.14569,0.31794,0.13101,-0.06759,-0.31998,0.14705,0.1965,-0.04117,0.14869
0.21605,0.76721,0.63189,0.66116,0.7959,0.88869,1.40458,1.50006,1.58793,1.45127,0.20496,0.1137,-0.18494,0.20848,0.05623,0.15281,0.9406,0.60413,0.13016,0.104,0.46892,-0.04574,0.05778,0.35838,0.37983,0.13019,0.16543,0.02964,0.04069,0.07641,0.26143,0.33158,0.2686,0.08043,0.10934,0.47227,0.04776,-0.20171,0.10671,-0.05041
-0.19661,0.04587,-0.08842,0.3991,0.29978,0.12366,0.58054,0.58696,0.25667,0.61211,0.50465,0.067,0.69879,0.88372,0.98795,1.04583,1.25244,0.78971,1.7573,1.64276,0.11425,0.38358,0.4646,0.44572,0.36769,0.4386,0.44622,0.449,0.69901,0.65588,0.33709,0.21461,0.47031,0.31272,0.36226,0.30703,0.45858,0.20347,0.31016,0.54593
0.20298,0.7556,0.75788,0.84007,1.05431,0.91691,1.17105,1.02576,1.4089,1.53527,0.4952,0.28642,0.4721,0.10862,0.35462,0.21812,0.5885,1.01331,0.83216,0.27604,-0.05219,0.5241,-0.24074,0.22213,0.13221,4.1e-4,0.1008,9.2e-4,-0.06832,-0.1959,-0.05568,-0.08849,-0.19385,-0.00119,0.21827,-0.17197,0.21388,0.41761,0.01664,-0.05714
0.02367,0.40581,0.67338,0.62239,0.92991,1.17455,1.23088,1.09555,1.13208,1.44748,-0.16341,0.08839,0.00663,0.09783,0.29121,0.13118,0.17812,-0.00875,0.02365,0.13196,0.36767,-0.17932,0.34769,0.03718,-0.11831,-0.17195,0.0464,0.1219,-0.08389,0.03882,-0.16286,0.00602,-0.11373,-0.08715,-0.05453,0.25779,0.29386,-0.00494,0.29678,0.48411
0.26994,0.10304,0.06807,0.10876,0.24892,0.27536,0.34441,0.64972,0.43394,0.22324,0.5878,0.34843,0.6805,0.95572,0.93164,1.02727,1.24,1.56414,1.3037,1.56621,0.28843,0.20013,0.11528,0.12051,0.24233,0.33427,0.08915,0.558,0.42588,0.74975,0.09761,-0.04597,0.26168,0.27728,0.05164,0.35531,0.54291,0.29755,0.39745,0.45938
-0.23161,-0.11247,-0.0781,0.2036,-0.04433,0.05942,0.15318,0.15168,0.13033,0.10813,0.44575,0.59417,0.64359,0.45691,0.98904,1.19414,1.47992,1.43016,1.36786,1.67064,0.15042,0.3696,0.69276,0.40556,0.55441,0.49914,0.72741,0.92916,0.27364,0.55897,-0.05938,-0.02061,0.43301,0.39302,-0.06969,0.35769,-0.06695,0.3378,0.61664,0.61215
0.27844,-0.20642,0.98496,0.46439,0.77701,1.08252,0.44551,1.01097,1.05797,1.36178,0.34865,-0.18562,0.44347,0.37752,0.05578,0.17167,0.03161,0.0338,-0.01068,0.31918,0.22804,0.00756,-0.22622,-0.20593,0.06397,0.21551,0.13896,0.08212,0.19168,0.22288,0.35578,0.00357,-0.02646,0.3021,-0.19232,0.17591,0.14911,0.13912,0.39322,-0.01197
0.5156,0.86217,0.66244,1.03244,0.73531,1.08121,1.0808,1.31853,1.45355,1.83105,-0.00214,0.16269,0.21676,0.19753,0.05619,0.38962,0.29985,0.26747,0.80139,0.71676,0.16175,0.13789,0.42682,0.00797,-0.04801,-0.16479,-0.2086,0.40648,0.27422,-0.22327,-0.28592,0.08129,0.44204,-0.05794,0.42336,0.19335,0.57775,0.15057,0.19085,0.16639
0.24807,-0.27188,0.07249,-0.04014,-0.13078,0.06867,0.02986,0.00588,-0.00863,0.06656,0.12499,0.10748,0.2613,0.47958,0.35647,0.38082,0.24166,0.71257,0.40703,0.81193,0.36226,0.49817,0.866,0.69426,0.57888,1.2443,1.01336,1.30273,1.16221,1.28629,0.24845,0.42231,0.39481,0.49647,0.50529,0.76563,0.31607,0.80123,0.65405,1.01322
0.37883,0.51309,-0.17085,-0.10929,0.1699,0.19966,0.21645,0.06702,-0.08394,-0.15048,0.05217,0.22917,0.20014,-0.267,0.29899,0.30337,-0.18721,-0.45125,0.11234,0.16657,0.14883,0.45523,0.63661,0.36417,0.30744,0.58403,0.69512,0.73013,0.28501,0.92881,0.38859,0.45639,0.62977,0.84447,0.85565,1.09584,1.17291,1.16299,1.6512,1.64583
-0.08505,0.42111,0.74651,0.47812,0.78493,0.48436,0.47714,0.62504,1.12434,1.01662,0.29953,0.20462,-0.32635,0.00166,0.20564,-0.27729,-0.07137,-0.04552,0.17953,0.01991,0.05885,0.14522,0.07693,0.25928,-0.37075,0.3181,0.01085,0.09452,-0.21634,0.25766,0.15514,-0.36904,-0.00629,-0.07165,-0.07756,-0.25622,0.02993,-0.14163,-0.12314,0.35579
0.1884,-0.10845,0.24962,0.0494,0.02811,0.08625,-0.16999,0.16764,0.19129,0.27842,-0.07698,0.6215,-0.0497,0.01992,0.42575,0.45424,0.29522,0.22008,0.33855,0.42921,0.17937,0.4757,0.65595,0.63598,0.99311,1.07507,1.56206,0.97328,1.60802,1.72953,0.37243,0.72591,0.50524,0.37998,0.43553,0.97148,0.97742,0.4472,1.26003,1.3498000000000001
-0.11125,0.13986,0.0235,0.03656,0.13778,0.09964,0.19287,-0.15721,0.08205,-0.06512,0.08273,0.43965,-0.04318,0.23924,0.24852,0.03114,-0.00325,0.28972,0.25492,-0.15971,0.25729,0.29379,0.24958,0.13334,0.52873,0.74592,0.74695,0.50739,0.86729,0.89549,0.49809,0.34256,0.72491,0.85376,0.9912,0.95649,1.26291,1.60088,1.5265,1.98829
-0.03493,0.17773,0.02058,-0.23911,0.00229,0.10217,0.16618,0.15009,0.18097,-0.17669,0.15521,0.3484,0.13156,-0.06843,0.06124,0.33226,0.19921,0.12672,-0.13782,0.01888,0.53362,0.79816,0.65084,0.5207,1.0076,0.91114,1.19726,1.48834,1.56747,1.29717,0.53668,0.51504,0.80766,0.32238,0.65561,1.20454,0.67142,1.37326,1.03065,1.03146
0.66576,0.45614,0.79776,1.06344,0.806,1.24847,1.18828,1.14513,1.55326,1.37714,0.06916,0.70564,0.4084,0.51518,0.34081,0.61338,0.71955,0.25802,0.72587,0.97347,-0.16298,-0.12852,0.24908,0.23601,-0.14258,-0.2799,-0.03577,0.23875,0.04307,0.30054,0.20087,-0.11166,-0.28801,-0.18387,0.14215,0.23246,0.16193,0.12218,0.19984,0.12701
-0.09884,0.05738,-0.01268,-0.30237000000000003,0.29036,-0.33718,-0.07871,0.2278,-0.29547,-0.09384,0.20502,0.65662,0.42242,0.62599,0.51379,0.8428,0.62679,0.99712,1.02822,1.47518,0.23806,0.59741,0.31347,0.83088,0.58502,1.09123,1.10053,1.30686,0.87027,1.16072,0.4025,0.45461,0.49439,0.18879,0.2269,0.44875,0.78601,0.63501,0.58337,0.41964
0.13593,0.36875,-0.02953,-0.07576,-0.414,0.15954,0.23325,0.01299,0.20538,-0.06559,-0.05271,-0.20502,0.06945,-0.15242,-0.0581,-0.16767,0.08433,-0.09293,-0.14413,-0.15991,-0.03875,-0.10784,0.34656,0.40574,0.26452,0.45436,0.25978,0.59297,0.69029,0.98938,0.77846,0.37194,0.69459,0.9076,0.69123,1.34501,1.348,1.57562,1.36675,1.68284
-0.01866,-0.28101,-0.37349,0.22651,-0.34378,-0.06864,-0.25422,0.02582,-0.02455,0.28688,0.02657,0.28444,-0.08567,0.15272,-0.07757,-0.31857,-0.31487,-0.2593,-0.08486,-0.0558,0.46749,0.20066,0.14261,0.30001,0.22376,0.58838,0.51614,0.71411,1.01176,0.9629,0.58707,0.44815,0.59328,0.59313,0.75027,1.07617,1.36078,1.43365,1.72531,1.64823
0.24774,0.45119,0.66823,0.68662,0.79608,0.74207,1.03473,1.25117,1.36899,1.24134,0.39449,0.26059,-0.00429,0.68856,0.58332,0.80836,0.84859,0.81171,0.59407,1.07192,-0.24598,0.13099,0.07877,-0.2336,0.24231,0.18694,0.29512,0.56983,0.08567,-0.18171,0.08845,0.09736,-0.21989,0.1881,0.11668,0.44802,0.11044,0.19054,0.25466,0.12784
0.68101,0.69067,1.2272,0.61849,0.81557,1.05036,1.35251,1.40859,1.33052,1.69984,-0.0787,0.2593,-0.00361,0.27708,0.16414,0.49884,0.27459,0.56686,0.52287,0.38216,0.10507,-0.06728,0.19646,0.01866,-0.04194,0.01865,0.15097,0.14361,-0.41099,0.16894,0.00393,0.00639,0.19652,0.11722,0.10903,0.12571,0.04001,-0.45184,0.13456,0.21887
0.30679,0.18614,0.65008,0.6254,0.8811,0.87844,0.8766,1.06512,1.48749,1.24502,-0.11062,-0.0625,0.20802,-0.1386,0.02462,-0.01773,-0.0681,0.3291,0.27449,-0.04429,-0.05741,0.01351,0.067,0.01617,0.24739,0.17109,0.09461,0.04299,0.31648,0.05018,0.17966,0.17968,0.01315,0.23886,0.12259,0.02524,-0.02476,0.28869,0.16151,-0.15422
0.32171,0.12762,0.35989,0.51268,0.73509,0.97994,1.17667,1.27055,1.33729,1.30778,0.26721,0.14398,0.53497,0.80136,0.55153,0.58827,0.66277,0.80338,1.28168,0.64274,0.1453,-0.01879,0.44471,-0.25515,-0.20082,-0.09911,-0.03743,0.46997,0.05116,0.23439,0.10911,-0.01004,0.13296,0.25955,0.23491,0.0328,0.28101,0.2033,0.52939,-0.15956
0.25761,0.42866,0.36568,0.42958,0.57543,0.36702,0.17077,0.39387,0.38792,0.21935,0.48864,0.4671,0.91889,0.65346,1.04856,1.20006,1.33471,1.31052,1.57629,1.89243,0.25197,0.12932,0.62769,0.51598,0.34366,0.51593,0.7565,0.84105,0.74435,0.5898,0.44951,0.27329,0.13185,0.15356,-0.05017,0.30725,0.70183,0.41869,0.48705,0.28865
0.18315,-0.1494,0.11955,0.15146,-0.25147,0.18148,0.02435,0.04161,0.44062,-0.23787,-0.00231,0.22022,0.2667,0.33517,0.00927,0.15287,0.01672,-0.25623,0.21678,0.12067,0.04272,0.48435,0.60998,0.70221,0.37937,0.38795,0.80073,0.72682,0.81115,1.01612,0.24405,0.457,0.82315,1.01428,0.56514,1.01839,1.15183,1.67144,1.40191,1.91833
-0.06727,-0.05094,0.26893,0.17908,0.25673,0.28917,0.1401,0.11504,0.43823,0.47748,0.02131,0.40521,0.86549,1.03081,1.1551,0.72644,1.13661,1.29453,1.10253,1.30907,0.19732,0.23177,0.10671,0.3512,0.39283,0.12316,0.69851,0.5101,0.28435,0.52206,0.15244,0.09535,0.28813,-0.01995,0.28234,0.15478,0.67446,0.25288,0.21999,0.12834
0.60764,0.49712,0.64908,0.54648,1.19363,0.96283,1.3114,1.26418,1.54281,1.73034,0.1137,0.07664,0.09032,0.23931,0.57808,0.6818,0.57331,0.45864,0.56087,0.92503,-0.19479,-0.16519,-0.0185,-0.00355,0.29811,0.36983,-0.35603,0.05525,-0.19028,0.17854,0.02541,-0.11915,-0.20427,0.11057,-0.13839,0.15813,0.03696,0.13181,-0.21549,0.3703
0.06259,0.14214,0.43529,0.15674,0.3478,0.08442,0.41617,0.65384,1.14183,0.79432,0.09388,0.27859,0.21167,0.12557,0.18379,-0.11109,0.00721,-0.06304,0.08832,-0.1771,0.05403,-0.08011,0.15518,0.00408,-0.0717,0.00479,0.06944,0.2479,-0.37123,0.19877,0.23508,0.21146,0.01459,-0.25026,-0.16894,0.11495,0.06558,-0.0659,0.1668,0.35555
0.06359,0.2094,0.30811,0.75221,0.22482,0.87652,0.99126,0.84766,1.17384,0.84398,0.34967,0.40199,0.33791,0.91686,0.67688,1.0383,1.07676,0.9119,1.20839,1.33092,-0.17911,-0.25716,0.11676,-0.06055,0.1746,0.19732,0.20871,0.63286,0.33735,0.27874,0.04156,-0.06443,0.48499,0.148,0.06431,0.00909,0.14018,0.02335,0.31605,0.35119
-0.46606,-0.28322,-0.31961,0.15885,0.36987,-0.14538,-0.11648,-0.05793,0.23958,0.32522,0.03132,5e-4,-0.32427,0.08902,0.17297,-0.16048,-0.092,0.18016,0.67305,0.13312,0.23848,0.22272,0.72962,0.62991,0.83057,1.45117,0.89663,1.39813,1.36135,1.15915,0.58595,0.39033,0.60262,0.90366,0.6103,0.8528,0.86302,1.09611,1.08347,1.52447
0.30831,0.26829,0.67623,0.22524,0.83173,0.84625,0.91306,1.29432,1.23891,1.16204,0.20324,0.08129,0.30031,0.4167,0.39355,0.8443,0.62221,0.72236,0.53812,1.13317,0.1377,0.28398,0.51486,-0.22118,0.05843,0.32367,-0.06321,0.2566,-0.2925,0.10514,0.09912,0.01234,0.23773,0.41068,0.15146,0.18042,-0.26047,-0.03756,-0.10679,-0.05354
0.37398,0.58364,0.56906,0.63075,0.68639,0.6805,1.20125,1.33399,0.90117,1.2462,-0.33086,0.09461,-0.1567,0.0502,0.13863,0.04601,-0.02062,-0.05701,0.0634,0.20761,0.37313,-0.22865,0.0133,-0.05167,0.30335,0.00507,0.37159,-0.03466,-0.14877,0.08016,0.16506,-0.50205,-0.06043,-0.46477,-0.14721,-0.16805,0.03634,-0.07223,-0.08338,0.10708
0.16114,0.5034,0.72095,1.11028,0.53335,0.66986,1.38078,0.87814,1.12234,1.24176,0.2757,-0.14103,0.2717,0.76289,0.8553,0.50125,1.09108,1.04005,1.08585,1.22521,0.13993,0.15416,0.12228,0.2729,-0.11675,0.253,0.25511,-0.10562,0.15902,-0.07722,0.35393,0.22181,0.07044,0.01952,0.24096,0.27092,0.30578,0.43144,0.29014,-0.06201
0.27759,-0.08869,-0.1952,-0.14496,-0.02473,0.25898,0.03162,-0.17018,-0.1023,0.29662,0.68171,0.42075,0.21762,0.73286,0.75437,0.91575,0.6955,0.72958,0.90716,1.20758,0.19956,0.70092,0.33705,0.33641,0.63807,0.59256,0.76366,1.12379,1.37338,1.2298,0.12649,0.44147,0.53678,0.79021,0.56095,0.25814,0.80689,0.9192,0.34425,0.72535
0.40501,0.85773,0.16218,0.21782,0.88215,1.20146,0.98501,1.1008,1.02961,1.15468,0.19272,0.6096,0.53263,0.56175,0.41033,0.77153,1.03454,1.2502,1.03357,1.06639,0.24942,0.10274,0.24393,-0.2836,-0.11097,0.11689,0.05014,0.46954,0.29565,0.14275,0.30821,0.19621,0.31329,-0.28426,0.32235,0.02573,-0.10043,0.14339,0.77719,-0.04502
0.03232,0.31263,-0.30986,-0.42572,-0.04585,0.27983,-0.09714,-0.05659,0.12653,-0.20061,0.33454,0.31689,0.15075,0.79052,0.44509,0.47236,0.61627,0.45714,0.76852,0.71183,0.03336,0.34406,0.65622,1.22308,1.14736,1.03646,0.97778,1.33582,1.60853,1.77078,0.1119,0.01942,0.41413,0.5105,0.58975,0.42661,0.30341,0.85984,0.70769,1.13307
0.37392,-0.13129,0.17788,-0.0199,0.23634,0.30388,0.0203,0.09271,0.25711,-0.1428,0.23612,0.27169,0.11363,0.52062,0.33097,0.34426,0.80543,0.41609,0.68917,1.07283,0.36397,0.31528,0.20299,0.89892,0.73433,1.16844,1.09915,1.19387,1.57685,1.3447,0.1132,0.23857,0.3778,0.1912,0.29428,0.55198,0.67236,0.59886,0.60754,0.91765
-0.22544,0.08051,0.3368,-0.0034,0.10908,0.21686,0.22935,0.27347,0.32895,0.10763,0.63008,0.70358,0.66808,0.63843,0.94096,1.27965,0.94173,1.06528,1.54505,1.69637,0.12235,0.39328,0.22158,0.51405,0.72563,0.40008,0.84191,0.42659,0.60552,0.74758,-0.11359,0.15062999999999999,0.36689,0.43008,0.24341,0.38793,0.0367,0.77673,0.7245,0.39995000000000003
0.28092,-0.34889,0.22525,0.63353,0.77713,0.62947,1.00679,0.72206,0.94839,0.65204,0.63051,0.70444,0.3515,1.11331,0.91459,0.88757,1.17747,1.44945,1.12423,1.80579,0.30828,-0.15224,0.30732,0.22217,0.41864,-0.3397,0.19018,0.27812,0.31265,-0.1577,0.14864,0.14839,0.36311,0.29257,0.42562,0.06268,0.53051,0.31616,0.22185,0.19066
0.36004,0.44595,0.2904,0.1238,0.37872,0.5793,0.86043,0.72992,0.64939,0.86491,0.51469,0.64609,0.73628,1.20712,0.88972,0.95905,1.06959,1.23891,1.26813,1.63927,0.06318,-0.15906,0.01101,0.11927,0.00837,0.04107,-0.02173,0.3159,0.53022,0.4116,0.45839,0.18155,-0.0038,-0.01963,-0.13,-0.12288,0.23321,0.0916,0.54439,0.10242
0.17864,0.61548,0.34554,0.64135,1.15445,1.15618,1.47511,0.97165,1.45526,1.85689,-0.16329,0.21873,0.15153,0.30267,0.34413,0.31172,0.60765,0.68898,0.67322,0.79239,-0.18522,-0.02445,-0.29897,0.08136,-0.1093,0.37434,-0.16866,-0.23364,-0.21839,-0.12372,-0.23174,0.35792,-0.05854,0.31095,-0.04724,0.12985,-0.04072,0.30075,-0.27424,0.31729
0.00607,-0.02295,0.26945,0.30714,-0.02322,0.05891,0.41313,0.29767,-0.04871,0.26803,0.70282,0.2478,0.83865,0.71094,0.89504,0.86153,1.3887,1.60787,1.69903,1.34949,0.08713,-0.23326,0.49341,0.37726,0.63086,0.60475,0.83408,0.65036,0.71013,1.1473,0.28541,0.21597,0.13879,0.35,0.78878,0.41029,0.73563,0.60326,0.81885,0.84601
-0.01102,-0.03859,-0.32474,-0.0421,0.13226,-0.03407,-0.1723,-0.17202,-0.33985,-0.46758,0.05028,0.1914,-0.10015,0.32993,0.13816,-0.16715,0.09213,0.1728,-0.11281,0.16422,0.60383,-0.05899,0.12018,0.24408,0.32105,0.88785,0.86592,1.0106,0.93533,1.35723,0.40164,0.52404,0.54933,0.76052,1.01069,1.14117,1.1715,1.36806,1.66262,1.66135
0.23601,0.45061,0.57032,0.54334,0.87972,0.83771,0.76848,0.83433,0.86646,1.18076,0.05422,-0.06821,-0.1037,-0.1491,0.19797,-0.01444,0.39831,0.20533,0.10122,0.02085,0.07342,-0.06455,0.14392,0.20255,-0.01094,-0.08675,0.0879,-0.39101,0.3446,0.02063,-0.11919,0.17121,0.49852,0.02249,0.21798,0.22407,-0.17471,-0.0443,-0.07364,0.19716
0.25891,0.53013,0.55038,0.49038,1.02268,0.33515,0.68396,0.94571,0.78395,1.35255,0.72449,0.81581,0.70767,0.7574,0.7878,0.6575,0.99497,1.2099,1.00316,1.44782,0.17568,-0.00652,-0.09825,0.34724,-0.06546,0.16081,0.20442,0.1238,0.10557,0.09079,-0.08685,-0.07066,0.23006,0.25154,0.47018,0.2266,0.09576,0.21106,0.18824,0.14683
0.35822,0.32489,0.6375,0.70895,1.06052,1.18473,1.43224,1.2293,1.53089,1.9891,0.23614,-0.30688,-0.04257,0.29255,0.41846,0.67968,0.33292,0.47346,0.47813,0.50215,-0.03858,-0.28371,0.00149,0.18829,-0.1225,0.37121,-0.18639,0.31276,0.16245,-0.56329,0.04985,-0.14846,0.05556,0.10728,-0.02229,0.26253,-0.23809,-0.05538,-0.10533,-0.31483
0.0588,0.51334,0.40945,0.35293,0.1851,0.8303,0.52204,0.86164,1.0014,1.1354,0.75867,0.70645,0.336,0.41468,0.87489,1.15687,1.2058,1.57434,1.38171,1.61169,0.08584,0.00885,-0.02704,-0.37279,0.28735,0.17621,0.34054,0.27656,0.30641,-0.08715,0.44842,0.59086,-0.26525,-0.1829,0.04454,-0.1693,0.24962,0.25773,0.59193,0.25564
0.46454,0.56741,0.39257,0.66782,0.70619,0.66422,1.31012,1.06673,1.36823,1.37275,-0.34529,-0.16877,0.06967,0.24504,-0.21917,-0.17063,0.13231,0.20979,0.27096,0.3008,-0.05441,-0.22347,-0.14111,0.13887,0.03747,-0.03547,0.19887,-0.25063,-0.02745,-0.16318,0.14739,0.02459,0.00802,-0.10731,0.13775,0.37392,0.24081,-0.09442,0.06474,0.23684
0.06542,0.10031,0.16865,0.13174,0.38209,0.30966,0.52821,0.91352,0.81372,0.72456,0.43061,0.52744,0.40672,0.80543,1.20086,0.9755,0.92929,1.47298,1.61467,1.54367,0.11992,0.25305,0.14755,0.42069,0.42481,0.22107,0.43978,0.41015,0.16787,0.58268,0.23754,0.12761,0.30934,0.15697,0.36903,0.27917,0.2693,0.18659,0.3932,0.42739
-0.1252,-0.05728,0.01587,0.08901,-0.10627,-0.10742,-0.07505,0.1588,-0.0504,0.07879,-0.0212,-0.06861,0.23339,0.14187,0.19406,0.07676,0.0818,-0.21206,0.0339,-0.19711,0.60135,0.27173,0.59138,0.3696,0.53771,0.64164,0.2392,0.9363,0.40117,0.73683,0.41296,0.84922,1.1439,0.65648,1.08044,1.23094,1.32727,1.87619,1.40469,1.63855
0.09984,0.37299,-0.00433,0.00953,-0.06566,0.10885,-0.01202,-0.21556,0.5577,0.10594,0.02827,-0.09924,0.4808,0.20581,0.64564,0.69902,-0.02843,0.10202,0.50362,0.22488,0.41086,0.34785,0.65094,0.8279,0.68974,0.78591,1.10598,1.23892,1.23888,1.38068,0.25489,0.60361,0.47204,0.84204,0.74561,0.71367,0.75078,0.89143,1.12156,1.15333
0.33914,-0.03123,-0.052,-0.00168,0.23439,-0.28815,0.05811,-0.04,-0.21403,-0.24357,0.07749,0.18614,0.01174,0.20475,-0.04835,-0.37174,0.36627,0.24629,0.06809,-0.04437,-0.00443,0.26785,0.80391,0.25398,0.66911,0.6764,0.44743,0.83649,0.86591,1.04665,0.5624,0.53998,0.58502,1.10885,1.6369,1.21465,1.37251,2.03816,1.80054,1.65385
-0.18576,-0.05599,0.59072,0.27249,0.29554,0.22143,0.79096,0.35046,0.73472,0.44151,0.69281,0.63315,0.88982000000000006,0.72973,0.70164,1.08524,1.23653,1.31837,1.42999,1.58882,0.21617,-0.29224,-0.05256,0.07736,0.21387,0.25028,0.71764,0.42601,0.47221,0.61636,-5.7e-4,0.32223,0.19906,0.33973,-0.01024,0.20119,0.12048,0.29585,0.43403,0.51839
0.08174,-0.23843,-0.00417,0.18275,0.0379,-0.09053,0.32426,-0.02429,0.27078,0.36723,0.45306,0.81325,1.06982,0.77288,0.8054,0.90912,1.06287,0.96604,1.25906,1.30759,-0.03682,0.16293,0.56356,0.34046,0.63114,0.92998,0.79136,0.79719,1.22421,1.27201,0.50565,-0.05386,0.3276,0.5403,0.42564,0.17754,0.30243,0.69368,1.02527,0.8725
0.22751,0.18349,0.59513,0.17554,0.62371,0.50825,0.55651,0.54177,0.35451,0.22552,0.36995,0.62008,0.73173,0.652,0.92238,1.37686,0.9694,1.13274,1.22904,1.64464,-0.08317,0.27748,-0.28404,0.34381,0.37069,0.51567,0.55483,0.48136,0.37013,0.48728,0.62005999999999994,0.25619,-0.13164,0.06997,0.2757,0.47644,0.40652,0.20223,0.14937,0.19546
0.28524,0.42037,0.24589,0.42233,0.56199,0.70224,1.02632,0.95085,1.15329,1.14235,0.05677,0.10027,0.15221,0.41824,0.1834,-0.0184,0.53072,0.03288,0.05829,0.18133,0.15474,0.03472,-0.29887,0.27235,-0.00881,-0.46556,0.00411,0.09329,0.0972,0.32446,0.1621,-0.31193,0.04101,0.12629,0.09854,-0.03026,0.13715,0.10558,0.21515,0.27152
0.91202,0.58337,0.83987,0.85727,0.76392,0.97481,1.25206,1.07242,1.58431,1.71796,0.23879,-0.21287,0.30794,0.39997,0.27397,0.13764,0.3667,0.365,0.66441,0.63985,-0.08057,-0.35253,-0.28636,-0.00825,-0.06934,-0.15448,-0.41186,0.02192,-0.08363,0.03551,-0.19205,0.27074,0.01842,-0.00943,0.13633,0.00162,0.22554,0.14139,-0.01308,-0.02269
0.38303,0.12259,0.3263,0.29632,0.30052,0.73657,0.1508,0.38084,0.37247,0.68737,-0.13283,0.80531,0.64633,0.90261,1.00907,1.05628,0.97343,1.57874,1.769,1.47693,0.30177,-0.25509,0.63793,0.40524,0.0073,0.35032,0.44936,0.36574,0.43862,0.40123,-0.2333,-0.01619,0.28473,0.3845,0.15983,0.48391,0.46086,0.51161,0.65755,0.3557
0.19792,0.01135,0.22919,0.44124,0.74161,1.08467,1.04266,1.13425,1.11214,1.2208,0.13176,0.54524,0.22033,0.65111,1.05468,0.64938,1.0412,0.87186,1.02533,1.19746,0.28212,-0.39948,-0.11698,0.12189,-0.15027,0.17127,0.23819,0.18308,0.40353,-0.10195,-0.51871,-0.19033,0.05739,0.23163,0.11869,-0.06923,0.19592,0.41832,0.34875,0.11677
-0.12496,-0.08986,0.29936,-0.16425,0.28306,0.08896,0.17316,0.18942,-0.21614,-0.3629,0.11331,0.29398,0.04423,-0.09352,0.00713,-0.1434,0.02901,-0.07426,-0.02504,-0.21696,-0.02262,0.43161,0.29077,0.84431,0.34232,0.41108,0.85161,0.6769,0.76061,0.95582,0.522,0.24133,0.59868,0.97526,1.04884,0.99594,1.33651,1.65221,1.73191,1.78485
0.28634,0.32338,-0.07587,-0.07873,-0.1223,0.02512,0.40706,0.08981,0.36397,0.3333,0.56176,0.55607,0.62128,0.70587,0.85358,1.16556,1.40556,1.40772,1.65624,2.04228,0.20499,-0.06173,0.22457,0.20183,0.44547,0.74894,0.75017,0.31723,0.53382,0.51151,0.17697,-0.06028,0.00955,0.04914,0.24372,0.0575,0.88858,0.34872,0.32351,0.88325
0.57026,0.02777,0.40937,0.76459,0.8726,0.98706,1.02352,1.19032,1.55015,1.62272,0.19702,0.53716,0.40983,0.42347,0.15936,0.55111,0.52335,0.80514,0.9529,0.82833,0.10632,0.2056,0.0145,-0.43885,-0.05995,0.19537,0.42551,0.17675,0.62484,0.20973,0.26204,0.10175,0.08942,-0.33101,0.03214,0.0725,0.39436,-0.24385,0.24237,-0.33948
